claim_id,claim_date,sale_id,repair_status
CL_6975,27-02-2025,QI-89287,In Progress
CL_6976,03-12-2024,UM-396540,In Progress
CL_6977,14-08-2025,JA-877472,Completed
CL_6978,05-04-2025,CJ-36659,Pending
CL_6979,15-07-2025,QS-884073,Completed
CL_6980,18-06-2025,RH-1330,In Progress
CL_6981,06-12-2024,PJ-49240,Pending
CL_6982,19-04-2025,PR-622952,In Progress
CL_6983,24-09-2024,SY-07734,Rejected
CL_6984,29-07-2025,BI-90011,Pending
CL_6985,20-07-2025,JQ-02383,Pending
CL_6986,14-07-2025,EN-7317,In Progress
CL_6987,05-11-2024,FI-3567,Completed
CL_6988,22-07-2025,DV-73521,Completed
CL_6989,27-08-2025,LA-862596,In Progress
CL_6990,17-01-2025,RW-233863,In Progress
CL_6991,06-08-2025,FD-063287,Rejected
CL_6992,26-01-2025,DA-10583,Pending
CL_6993,27-11-2024,SX-8989,Rejected
CL_6994,12-10-2024,BV-10600,Pending
CL_6995,10-07-2025,TC-620851,Completed
CL_6996,29-10-2024,ZB-701651,Rejected
CL_6997,16-02-2025,PG-268006,Completed
CL_6998,08-10-2024,PX-5601,Completed
CL_6999,31-05-2025,EA-439236,Pending
CL_7000,23-04-2025,AT-8753,Rejected
CL_7001,10-12-2024,VT-886794,Rejected
CL_7002,31-05-2025,HZ-691138,Pending
CL_7003,10-09-2025,JV-37591,In Progress
CL_7004,02-10-2024,OB-92112,In Progress
CL_7005,23-07-2025,CQ-39372,In Progress
CL_7006,28-07-2025,MC-22880,Completed
CL_7007,02-12-2024,VZ-88391,In Progress
CL_7008,10-02-2025,HU-633720,Pending
CL_7009,31-07-2025,CU-514661,Rejected
CL_7010,18-05-2025,QC-4643,Pending
CL_7011,13-04-2025,DQ-982181,Rejected
CL_7012,06-08-2025,ZS-087885,Completed
CL_7013,15-02-2025,CZ-98892,Pending
CL_7014,21-08-2025,GE-4613,Rejected
CL_7015,24-02-2025,TV-5549,Rejected
CL_7016,26-03-2025,OX-65414,Pending
CL_7017,13-03-2025,YA-80967,Rejected
CL_7018,21-07-2025,XX-1688,Completed
CL_7019,04-09-2025,VJ-8411,Completed
CL_7020,16-11-2024,LL-5445,In Progress
CL_7021,17-01-2025,MC-1553,Rejected
CL_7022,15-02-2025,XK-6956,Rejected
CL_7023,22-07-2025,TB-40628,Pending
CL_7024,04-07-2025,OT-3430,Pending
CL_7025,20-10-2024,RP-5712,Pending
CL_7026,21-10-2024,IJ-640622,Rejected
CL_7027,17-04-2025,LG-18146,Completed
CL_7028,06-12-2024,GI-17838,Completed
CL_7029,12-11-2024,HL-10629,Completed
CL_7030,11-02-2025,IC-0078,Completed
CL_7031,05-05-2025,CX-8774,In Progress
CL_7032,14-02-2025,YS-98835,In Progress
CL_7033,16-12-2024,EK-48489,Rejected
CL_7034,31-08-2025,KS-8273,Completed
CL_7035,13-08-2025,FR-24967,In Progress
CL_7036,26-04-2025,UH-0581,Pending
CL_7037,23-02-2025,IS-7567,In Progress
CL_7038,24-02-2025,NR-1838,In Progress
CL_7039,03-10-2024,XS-91255,In Progress
CL_7040,03-08-2025,WN-5476,In Progress
CL_7041,08-01-2025,VN-96936,Rejected
CL_7042,06-01-2025,OC-51228,Pending
CL_7043,09-12-2024,YV-546547,Pending
CL_7044,08-04-2025,MW-121697,In Progress
CL_7045,10-11-2024,IM-905454,Rejected
CL_7046,21-12-2024,RO-32436,In Progress
CL_7047,07-11-2024,WZ-9294,Rejected
CL_7048,10-04-2025,GQ-06198,Pending
CL_7049,05-08-2025,FO-307389,Completed
CL_7050,20-10-2024,OR-04837,Rejected
CL_7051,17-03-2025,DE-0733,In Progress
CL_7052,27-09-2024,GE-6598,Completed
CL_7053,02-02-2025,DO-75630,Completed
CL_7054,19-08-2025,UN-760457,In Progress
CL_7055,16-09-2025,QF-7410,In Progress
CL_7056,22-01-2025,GE-535339,In Progress
CL_7057,30-06-2025,EN-869291,In Progress
CL_7058,26-12-2024,BC-5464,Pending
CL_7059,29-08-2025,XQ-543421,Pending
CL_7060,05-09-2025,YC-2128,In Progress
CL_7061,23-12-2024,KH-74297,Rejected
CL_7062,01-03-2025,AS-27741,In Progress
CL_7063,08-12-2024,OU-910202,In Progress
CL_7064,29-07-2025,UG-5731,Pending
CL_7065,03-11-2024,JA-0258,In Progress
CL_7066,15-06-2025,AY-69589,Completed
CL_7067,11-07-2025,JJ-68215,Pending
CL_7068,23-09-2024,UQ-82007,Rejected
CL_7069,25-10-2024,KN-85796,Completed
CL_7070,20-04-2025,QR-408443,In Progress
CL_7071,17-06-2025,XZ-260175,Rejected
CL_7072,19-12-2024,OM-61820,Rejected
CL_7073,27-06-2025,PD-8470,Pending
CL_7074,30-09-2024,QJ-61018,In Progress
CL_7075,07-05-2025,RO-323359,In Progress
CL_7076,18-08-2025,GC-543669,In Progress
CL_7077,06-06-2025,VE-569743,In Progress
CL_7078,11-03-2025,AN-30240,In Progress
CL_7079,09-09-2025,BY-47890,Rejected
CL_7080,23-02-2025,IF-0510,In Progress
CL_7081,16-07-2025,AI-5680,Pending
CL_7082,15-05-2025,JZ-1522,Rejected
CL_7083,03-02-2025,JH-1378,Rejected
CL_7084,17-01-2025,CY-014298,Completed
CL_7085,03-05-2025,DF-957538,Completed
CL_7086,05-12-2024,YB-1142,Pending
CL_7087,10-04-2025,GA-3412,Pending
CL_7088,05-03-2025,DW-0726,Pending
CL_7089,23-11-2024,NS-774598,Rejected
CL_7090,17-03-2025,QT-3710,Pending
CL_7091,13-07-2025,PB-063681,Rejected
CL_7092,04-07-2025,QD-1020,In Progress
CL_7093,20-11-2024,AV-389014,Rejected
CL_7094,10-01-2025,HV-242069,Rejected
CL_7095,16-10-2024,LJ-5416,In Progress
CL_7096,27-11-2024,WV-9195,Rejected
CL_7097,02-05-2025,KR-828924,Completed
CL_7098,29-12-2024,TP-530896,Pending
CL_7099,22-06-2025,KX-086872,Completed
CL_7100,14-11-2024,JX-635185,Rejected
CL_7101,09-09-2025,ES-22671,In Progress
CL_7102,11-05-2025,DL-6531,Completed
CL_7103,16-08-2025,RQ-4688,Rejected
CL_7104,13-10-2024,BY-774221,Pending
CL_7105,15-07-2025,KL-782619,In Progress
CL_7106,12-11-2024,XM-5281,Rejected
CL_7107,27-11-2024,UK-1278,Pending
CL_7108,01-10-2024,LN-719684,Pending
CL_7109,25-02-2025,FX-8246,In Progress
CL_7110,20-07-2025,BB-915175,Rejected
CL_7111,10-08-2025,MM-95796,Rejected
CL_7112,21-12-2024,AK-92005,Completed
CL_7113,30-03-2025,TU-30649,Completed
CL_7114,22-07-2025,WY-5786,Rejected
CL_7115,10-07-2025,NW-257493,Completed
CL_7116,06-10-2024,JX-2312,In Progress
CL_7117,07-04-2025,AO-04111,Completed
CL_7118,13-11-2024,KR-93151,In Progress
CL_7119,17-04-2025,QU-93792,Pending
CL_7120,14-04-2025,GA-21835,In Progress
CL_7121,24-02-2025,EP-3953,In Progress
CL_7122,12-09-2025,IU-48997,Pending
CL_7123,05-12-2024,WZ-86872,Rejected
CL_7124,19-01-2025,ZV-193948,Pending
CL_7125,17-09-2025,ZO-382924,Pending
CL_7126,11-07-2025,BR-6705,In Progress
CL_7127,29-04-2025,IZ-691372,Rejected
CL_7128,28-02-2025,AB-810514,Pending
CL_7129,04-02-2025,VC-0314,Pending
CL_7130,10-10-2024,CK-2884,Completed
CL_7131,28-06-2025,PW-296383,In Progress
CL_7132,07-08-2025,VO-710646,Completed
CL_7133,23-04-2025,FD-1166,Pending
CL_7134,21-03-2025,FA-8062,Rejected
CL_7135,06-09-2025,NA-791980,In Progress
CL_7136,19-05-2025,YV-7846,In Progress
CL_7137,14-07-2025,FA-59989,In Progress
CL_7138,10-11-2024,KV-75481,Rejected
CL_7139,12-10-2024,YG-09633,Completed
CL_7140,19-09-2024,AU-0584,Rejected
CL_7141,29-12-2024,EU-7722,Rejected
CL_7142,19-12-2024,TB-64845,Rejected
CL_7143,01-08-2025,YG-600960,In Progress
CL_7144,10-09-2025,XH-8583,Rejected
CL_7145,10-10-2024,TZ-785820,Completed
CL_7146,20-07-2025,DE-41208,In Progress
CL_7147,01-08-2025,SO-6890,In Progress
CL_7148,10-10-2024,NH-24654,In Progress
CL_7149,06-06-2025,WQ-13996,In Progress
CL_7150,12-06-2025,TS-4731,Rejected
CL_7151,29-03-2025,ED-170557,Pending
CL_7152,24-05-2025,RK-5527,Rejected
CL_7153,29-07-2025,QK-93332,Rejected
CL_7154,22-04-2025,XG-46051,Rejected
CL_7155,04-03-2025,YR-99219,Pending
CL_7156,08-10-2024,PL-093051,Rejected
CL_7157,14-02-2025,UX-753056,Completed
CL_7158,13-11-2024,SL-6968,Completed
CL_7159,15-10-2024,WS-240162,In Progress
CL_7160,17-12-2024,ZE-528466,Completed
CL_7161,26-07-2025,WL-2439,Pending
CL_7162,27-06-2025,AH-3282,Rejected
CL_7163,31-08-2025,EF-172037,Pending
CL_7164,29-05-2025,TU-38160,Rejected
CL_7165,15-06-2025,BG-579943,Rejected
CL_7166,06-07-2025,EG-041340,Pending
CL_7167,06-01-2025,VK-617564,Pending
CL_7168,04-05-2025,BS-918794,Completed
CL_7169,16-04-2025,XW-4210,Pending
CL_7170,06-02-2025,BY-461418,Rejected
CL_7171,22-06-2025,BK-207437,Rejected
CL_7172,17-07-2025,YI-303952,In Progress
CL_7173,23-09-2024,RT-7668,Rejected
CL_7174,29-10-2024,LN-1207,In Progress
CL_7175,12-02-2025,VL-652432,Pending
CL_7176,24-10-2024,LN-312833,Rejected
CL_7177,19-08-2025,PW-70932,Pending
CL_7178,21-08-2025,RT-454990,Rejected
CL_7179,27-09-2024,VV-0872,In Progress
CL_7180,02-11-2024,LY-808585,Completed
CL_7181,24-06-2025,IJ-5465,In Progress
CL_7182,23-08-2025,IO-2611,Rejected
CL_7183,06-11-2024,XO-60719,Pending
CL_7184,26-09-2024,KI-3969,Completed
CL_7185,06-06-2025,FQ-0248,Completed
CL_7186,15-04-2025,JT-6571,Completed
CL_7187,02-06-2025,RN-98553,Pending
CL_7188,28-02-2025,MX-4674,Rejected
CL_7189,31-03-2025,GF-739820,Completed
CL_7190,21-08-2025,ME-55359,Rejected
CL_7191,22-05-2025,EP-59965,In Progress
CL_7192,19-09-2024,XC-27051,In Progress
CL_7193,08-06-2025,MQ-618814,Pending
CL_7194,21-04-2025,NM-82726,Pending
CL_7195,11-11-2024,EJ-6563,Rejected
CL_7196,06-03-2025,GP-22556,Completed
CL_7197,21-02-2025,DQ-3699,Completed
CL_7198,28-01-2025,TI-1349,In Progress
CL_7199,26-06-2025,KE-684498,Completed
CL_7200,16-06-2025,PX-87127,Completed
CL_7201,26-11-2024,ME-719779,In Progress
CL_7202,07-10-2024,PX-847723,In Progress
CL_7203,07-04-2025,PP-33622,Completed
CL_7204,26-06-2025,HJ-0123,In Progress
CL_7205,08-11-2024,CP-2693,Pending
CL_7206,28-01-2025,VW-471370,In Progress
CL_7207,04-10-2024,OW-63995,Rejected
CL_7208,28-07-2025,SD-9244,Completed
CL_7209,08-11-2024,XH-99265,Completed
CL_7210,05-01-2025,IN-8097,Completed
CL_7211,17-01-2025,NV-073864,In Progress
CL_7212,15-06-2025,JV-279861,Rejected
CL_7213,24-09-2024,RV-45038,In Progress
CL_7214,22-11-2024,FE-073463,Pending
CL_7215,16-05-2025,WP-4609,Rejected
CL_7216,05-07-2025,BX-0339,Completed
CL_7217,25-07-2025,LP-961599,Rejected
CL_7218,08-09-2025,HG-823255,Pending
CL_7219,28-11-2024,VK-2744,Pending
CL_7220,22-08-2025,DB-6124,Rejected
CL_7221,12-05-2025,LO-1942,Completed
CL_7222,10-11-2024,ZB-44130,In Progress
CL_7223,09-07-2025,FO-2683,Completed
CL_7224,17-08-2025,QY-690712,Rejected
CL_7225,17-12-2024,IF-509016,Rejected
CL_7226,03-04-2025,TA-052766,Completed
CL_7227,17-11-2024,BL-171579,Pending
CL_7228,12-09-2025,DZ-898995,Rejected
CL_7229,26-11-2024,MD-7435,Completed
CL_7230,22-06-2025,ZA-361293,Completed
CL_7231,06-11-2024,KF-65224,Rejected
CL_7232,05-07-2025,SR-20930,Completed
CL_7233,06-10-2024,IH-77234,In Progress
CL_7234,17-05-2025,OU-70203,Completed
CL_7235,24-01-2025,HV-4143,Pending
CL_7236,02-05-2025,IR-679780,Pending
CL_7237,17-09-2025,IL-389928,Pending
CL_7238,07-09-2025,ZJ-73024,Rejected
CL_7239,26-01-2025,QH-6196,Completed
CL_7240,25-05-2025,IO-306598,Pending
CL_7241,14-03-2025,LW-2553,Pending
CL_7242,21-06-2025,CE-9869,Rejected
CL_7243,04-11-2024,RO-199030,Pending
CL_7244,07-03-2025,MK-92610,Pending
CL_7245,10-06-2025,HV-13667,Completed
CL_7246,28-01-2025,MH-806638,Completed
CL_7247,17-12-2024,RX-466258,In Progress
CL_7248,07-01-2025,SD-8689,Pending
CL_7249,22-06-2025,GC-927915,In Progress
CL_7250,06-01-2025,XQ-489762,Rejected
CL_7251,13-08-2025,UV-811343,Pending
CL_7252,26-09-2024,DC-37448,Rejected
CL_7253,27-07-2025,KD-2392,Rejected
CL_7254,10-01-2025,QZ-967219,Pending
CL_7255,28-08-2025,IV-17357,Rejected
CL_7256,25-02-2025,DR-59899,Rejected
CL_7257,01-09-2025,EN-646698,In Progress
CL_7258,05-01-2025,VX-40729,Completed
CL_7259,17-02-2025,JF-10791,Rejected
CL_7260,08-05-2025,ZX-221227,Completed
CL_7261,03-10-2024,JK-4894,Completed
CL_7262,17-10-2024,UL-9312,Pending
CL_7263,31-01-2025,YL-50756,Pending
CL_7264,29-05-2025,JO-57812,Completed
CL_7265,04-10-2024,MY-4902,Pending
CL_7266,20-03-2025,WV-344242,Completed
CL_7267,06-09-2025,VH-17254,In Progress
CL_7268,03-09-2025,MT-959126,Pending
CL_7269,26-04-2025,GJ-3465,Pending
CL_7270,01-01-2025,SO-9302,Pending
CL_7271,05-06-2025,SB-76836,Completed
CL_7272,28-12-2024,ZT-291715,Rejected
CL_7273,26-09-2024,CR-611692,Completed
CL_7274,20-04-2025,FA-1387,Rejected
CL_7275,06-11-2024,UN-02210,Rejected
CL_7276,16-07-2025,AU-84287,In Progress
CL_7277,02-11-2024,CI-902325,In Progress
CL_7278,03-01-2025,OK-22734,Completed
CL_7279,01-01-2025,ZJ-62245,Completed
CL_7280,25-01-2025,PO-362728,In Progress
CL_7281,06-02-2025,SD-19569,In Progress
CL_7282,12-01-2025,MI-78643,Completed
CL_7283,20-11-2024,BC-55704,Pending
CL_7284,01-06-2025,FW-20955,Completed
CL_7285,05-03-2025,GP-113192,In Progress
CL_7286,27-06-2025,SW-217928,In Progress
CL_7287,07-11-2024,CJ-598366,In Progress
CL_7288,24-01-2025,WV-542259,Pending
CL_7289,01-02-2025,VE-96666,Pending
CL_7290,25-11-2024,KK-94201,In Progress
CL_7291,16-03-2025,XT-6870,In Progress
CL_7292,28-12-2024,PG-241509,In Progress
CL_7293,13-08-2025,IC-4440,Completed
CL_7294,22-07-2025,FI-82966,Pending
CL_7295,17-09-2025,KU-81546,Pending
CL_7296,21-01-2025,EI-932591,Pending
CL_7297,07-10-2024,ZQ-09025,Rejected
CL_7298,07-12-2024,ZD-890894,Completed
CL_7299,21-08-2025,AE-0674,Rejected
CL_7300,26-03-2025,WL-7174,Completed
CL_7301,03-01-2025,XN-959486,In Progress
CL_7302,10-02-2025,FT-322051,Completed
CL_7303,26-06-2025,JL-850237,Rejected
CL_7304,20-02-2025,ZR-135426,Completed
CL_7305,30-09-2024,DA-255305,Completed
CL_7306,22-11-2024,PJ-32074,Completed
CL_7307,23-12-2024,ZD-916954,Rejected
CL_7308,26-08-2025,RM-8334,Rejected
CL_7309,29-01-2025,TJ-94519,Completed
CL_7310,11-11-2024,TF-114420,In Progress
CL_7311,07-12-2024,ZW-4033,In Progress
CL_7312,18-12-2024,CL-1695,Pending
CL_7313,02-11-2024,US-477562,In Progress
CL_7314,09-07-2025,QG-369009,Rejected
CL_7315,06-04-2025,NN-0046,Pending
CL_7316,09-12-2024,RP-44697,Completed
CL_7317,04-12-2024,DM-3184,Rejected
CL_7318,18-12-2024,VD-379150,Completed
CL_7319,08-11-2024,AS-07282,Pending
CL_7320,20-08-2025,UB-868932,Rejected
CL_7321,16-10-2024,AF-8186,In Progress
CL_7322,24-01-2025,RU-4573,Rejected
CL_7323,04-11-2024,AC-619861,Pending
CL_7324,14-05-2025,HH-1187,Rejected
CL_7325,21-05-2025,TE-2504,Completed
CL_7326,25-12-2024,ZA-200055,Completed
CL_7327,07-09-2025,OJ-22001,Rejected
CL_7328,17-05-2025,BO-186219,Completed
CL_7329,05-01-2025,CB-28383,Rejected
CL_7330,31-10-2024,IU-9923,Rejected
CL_7331,03-03-2025,XT-04478,Completed
CL_7332,09-06-2025,VD-3877,In Progress
CL_7333,01-12-2024,MY-8089,Pending
CL_7334,07-05-2025,DA-6674,In Progress
CL_7335,14-01-2025,EG-647782,Rejected
CL_7336,01-03-2025,RD-4393,Completed
CL_7337,22-01-2025,VN-8167,Rejected
CL_7338,28-07-2025,CI-5644,Completed
CL_7339,23-04-2025,VD-01711,Completed
CL_7340,18-09-2024,AX-69460,In Progress
CL_7341,07-12-2024,GN-617445,Completed
CL_7342,15-08-2025,UD-548447,Pending
CL_7343,22-01-2025,AG-02891,In Progress
CL_7344,30-07-2025,IQ-7961,Pending
CL_7345,04-09-2025,XT-29155,In Progress
CL_7346,25-08-2025,ZB-17830,Rejected
CL_7347,18-03-2025,WT-99415,Rejected
CL_7348,20-03-2025,DV-4324,In Progress
CL_7349,10-07-2025,DX-84672,Rejected
CL_7350,26-02-2025,DC-52721,In Progress
CL_7351,17-02-2025,AE-4940,Rejected
CL_7352,25-05-2025,XV-13991,Rejected
CL_7353,04-11-2024,FR-537130,Completed
CL_7354,02-09-2025,JN-6793,Completed
CL_7355,14-10-2024,GS-26507,Rejected
CL_7356,14-06-2025,IN-46247,In Progress
CL_7357,28-11-2024,GV-011119,In Progress
CL_7358,11-11-2024,MG-9059,In Progress
CL_7359,10-12-2024,JN-363840,Pending
CL_7360,20-12-2024,MT-0902,In Progress
CL_7361,11-11-2024,XL-97896,In Progress
CL_7362,28-11-2024,VF-09837,Completed
CL_7363,01-11-2024,DM-672689,Pending
CL_7364,21-05-2025,UU-596644,Pending
CL_7365,26-11-2024,LD-11324,Pending
CL_7366,01-03-2025,HK-456850,Pending
CL_7367,01-03-2025,GQ-1830,Pending
CL_7368,09-06-2025,OY-27766,Completed
CL_7369,22-01-2025,NX-94630,Completed
CL_7370,25-11-2024,LH-8880,In Progress
CL_7371,25-02-2025,XV-606437,Pending
CL_7372,25-01-2025,SG-82994,Pending
CL_7373,21-10-2024,JJ-91739,Completed
CL_7374,12-04-2025,CQ-2019,Pending
CL_7375,29-12-2024,SX-3805,Rejected
CL_7376,06-09-2025,CU-3880,Pending
CL_7377,15-11-2024,PN-54746,Completed
CL_7378,21-12-2024,AG-8362,Pending
CL_7379,24-04-2025,TC-98237,In Progress
CL_7380,13-07-2025,ID-4190,In Progress
CL_7381,17-08-2025,WU-401547,Completed
CL_7382,10-07-2025,TN-60960,Pending
CL_7383,14-04-2025,VS-125873,In Progress
CL_7384,23-03-2025,PP-767519,Completed
CL_7385,26-06-2025,EM-231039,Rejected
CL_7386,18-09-2024,WC-65046,Completed
CL_7387,13-02-2025,MK-797787,Rejected
CL_7388,24-04-2025,RT-62527,Pending
CL_7389,11-02-2025,RQ-20020,Rejected
CL_7390,30-09-2024,LB-66442,Rejected
CL_7391,15-05-2025,WK-2754,Completed
CL_7392,20-02-2025,EJ-80257,Pending
CL_7393,05-09-2025,RX-80981,Pending
CL_7394,03-01-2025,NR-210916,Completed
CL_7395,09-07-2025,MK-279625,Pending
CL_7396,23-06-2025,OO-5103,In Progress
CL_7397,21-12-2024,YA-019875,Pending
CL_7398,30-12-2024,ER-08409,Pending
CL_7399,06-08-2025,KA-80550,Pending
CL_7400,21-03-2025,JW-703283,Pending
CL_7401,13-09-2025,ZQ-19295,Pending
CL_7402,11-09-2025,ZI-60688,Pending
CL_7403,27-07-2025,ES-69633,Pending
CL_7404,23-06-2025,YL-0948,Rejected
CL_7405,01-04-2025,DU-8420,Completed
CL_7406,07-06-2025,OV-79368,In Progress
CL_7407,11-06-2025,LQ-972575,Rejected
CL_7408,10-07-2025,ZF-519587,Rejected
CL_7409,17-09-2025,ZE-3269,Rejected
CL_7410,10-10-2024,RF-3230,In Progress
CL_7411,28-02-2025,AX-123341,Pending
CL_7412,28-12-2024,UG-052183,In Progress
CL_7413,18-04-2025,PD-57183,In Progress
CL_7414,28-07-2025,RB-7951,Rejected
CL_7415,20-12-2024,SH-93742,In Progress
CL_7416,29-01-2025,EJ-41913,Rejected
CL_7417,07-04-2025,PB-91489,Pending
CL_7418,19-07-2025,LW-80165,In Progress
CL_7419,30-05-2025,OQ-2590,Rejected
CL_7420,15-10-2024,TT-8991,Completed
CL_7421,27-10-2024,OL-6725,In Progress
CL_7422,25-05-2025,KU-31876,Completed
CL_7423,29-09-2024,BE-01151,Pending
CL_7424,09-06-2025,GI-07184,Rejected
CL_7425,12-05-2025,EY-2549,Completed
CL_7426,31-08-2025,LN-57104,Rejected
CL_7427,25-04-2025,CW-63754,Rejected
CL_7428,10-03-2025,MT-33040,Completed
CL_7429,26-01-2025,YE-23334,Completed
CL_7430,01-08-2025,FY-2312,Completed
CL_7431,22-04-2025,YA-4919,In Progress
CL_7432,16-02-2025,NO-39779,Rejected
CL_7433,04-05-2025,ZK-477756,Pending
CL_7434,09-05-2025,UT-66724,Completed
CL_7435,26-12-2024,PD-346546,In Progress
CL_7436,08-09-2025,ER-42789,Completed
CL_7437,09-04-2025,UX-2146,Pending
CL_7438,08-09-2025,AV-03424,Rejected
CL_7439,18-08-2025,MF-06684,Completed
CL_7440,15-09-2025,UJ-862747,Rejected
CL_7441,11-06-2025,AZ-2313,Completed
CL_7442,15-05-2025,ZD-7155,Completed
CL_7443,04-09-2025,OK-017934,Pending
CL_7444,04-06-2025,NL-9917,Completed
CL_7445,01-04-2025,QF-5600,Rejected
CL_7446,10-07-2025,XZ-5300,Rejected
CL_7447,06-02-2025,PY-5898,Pending
CL_7448,31-03-2025,HN-702852,Completed
CL_7449,03-03-2025,OP-308465,Pending
CL_7450,02-05-2025,DA-300145,Pending
CL_7451,04-09-2025,UE-3515,Rejected
CL_7452,24-10-2024,EB-0443,Completed
CL_7453,01-05-2025,IP-9150,In Progress
CL_7454,23-09-2024,VZ-312410,In Progress
CL_7455,07-01-2025,WQ-5247,Pending
CL_7456,25-07-2025,TN-8479,Rejected
CL_7457,20-03-2025,GU-04980,Rejected
CL_7458,10-04-2025,BN-5416,In Progress
CL_7459,25-10-2024,AL-6290,Pending
CL_7460,19-12-2024,FZ-3481,Pending
CL_7461,09-08-2025,HM-3047,Rejected
CL_7462,28-04-2025,NI-986908,Rejected
CL_7463,07-09-2025,GR-355332,Completed
CL_7464,13-07-2025,OW-482362,Rejected
CL_7465,23-06-2025,XI-178154,Rejected
CL_7466,08-01-2025,OZ-06126,Pending
CL_7467,07-04-2025,NH-093671,Pending
CL_7468,27-07-2025,OU-193583,Pending
CL_7469,30-12-2024,MT-31774,Pending
CL_7470,21-03-2025,GL-90822,Completed
CL_7471,21-06-2025,HO-1883,Rejected
CL_7472,05-04-2025,PO-894214,Pending
CL_7473,06-04-2025,KG-6640,In Progress
CL_7474,18-09-2024,RJ-18890,Pending
CL_7475,06-08-2025,LZ-787371,Rejected
CL_7476,15-01-2025,LE-8865,Rejected
CL_7477,03-04-2025,XE-596491,Completed
CL_7478,21-07-2025,BY-904838,Pending
CL_7479,23-01-2025,TZ-328152,Rejected
CL_7480,07-01-2025,OU-81827,Completed
CL_7481,22-07-2025,PB-6724,In Progress
CL_7482,28-11-2024,BC-8420,In Progress
CL_7483,05-06-2025,EH-74654,Completed
CL_7484,01-06-2025,QD-116553,In Progress
CL_7485,06-03-2025,YW-50381,Pending
CL_7486,12-05-2025,XY-50465,In Progress
CL_7487,22-08-2025,HC-2807,Pending
CL_7488,20-04-2025,XH-674137,In Progress
CL_7489,23-03-2025,UY-5926,Completed
CL_7490,16-11-2024,BI-47075,In Progress
CL_7491,06-09-2025,EW-3836,In Progress
CL_7492,25-02-2025,RW-1473,Pending
CL_7493,30-04-2025,RC-88485,Completed
CL_7494,25-07-2025,CS-30722,Pending
CL_7495,05-07-2025,KJ-4209,In Progress
CL_7496,02-02-2025,TG-982234,Completed
CL_7497,27-04-2025,ZG-73412,Completed
CL_7498,09-03-2025,GB-47006,Pending
CL_7499,19-07-2025,TW-290341,Rejected
CL_7500,16-06-2025,PQ-44629,Rejected
CL_7501,27-11-2024,KU-842126,In Progress
CL_7502,18-12-2024,VT-1917,Pending
CL_7503,21-09-2024,ZF-2241,Completed
CL_7504,05-11-2024,NP-321006,Pending
CL_7505,04-11-2024,GR-15539,In Progress
CL_7506,04-12-2024,SG-4218,In Progress
CL_7507,23-07-2025,TD-1306,Pending
CL_7508,16-08-2025,TY-64497,Rejected
CL_7509,14-05-2025,WZ-0136,Pending
CL_7510,19-05-2025,LL-2015,Rejected
CL_7511,05-08-2025,MV-42331,In Progress
CL_7512,07-04-2025,KK-86578,Completed
CL_7513,16-04-2025,BW-3481,Pending
CL_7514,17-12-2024,HO-3211,Pending
CL_7515,11-12-2024,RR-32744,Pending
CL_7516,30-06-2025,NF-11653,Pending
CL_7517,28-04-2025,OM-99631,In Progress
CL_7518,04-01-2025,EB-346003,Rejected
CL_7519,21-01-2025,MW-77714,Rejected
CL_7520,30-10-2024,FP-798569,Pending
CL_7521,04-12-2024,CZ-46911,Pending
CL_7522,25-12-2024,WT-43515,Rejected
CL_7523,16-05-2025,HL-933106,Completed
CL_7524,20-09-2024,VY-830964,Pending
CL_7525,28-02-2025,LC-1987,Pending
CL_7526,09-07-2025,CJ-23897,Pending
CL_7527,23-02-2025,AY-69274,Rejected
CL_7528,30-11-2024,EA-11548,Pending
CL_7529,11-12-2024,FW-241141,In Progress
CL_7530,19-11-2024,BA-96928,Completed
CL_7531,23-08-2025,DC-48131,Pending
CL_7532,15-02-2025,CB-88636,Pending
CL_7533,12-04-2025,CG-0707,In Progress
CL_7534,16-09-2025,OE-5463,Rejected
CL_7535,09-09-2025,RV-35437,Rejected
CL_7536,01-01-2025,RK-390707,Completed
CL_7537,29-05-2025,EO-7187,Completed
CL_7538,26-01-2025,HH-764388,Completed
CL_7539,30-08-2025,FA-41577,Rejected
CL_7540,14-09-2025,DN-5738,Completed
CL_7541,07-02-2025,SM-57363,Completed
CL_7542,12-12-2024,YN-9557,Rejected
CL_7543,26-05-2025,DS-16751,Rejected
CL_7544,12-09-2025,TZ-5532,Completed
CL_7545,28-07-2025,NU-14084,Rejected
CL_7546,11-06-2025,HD-97691,In Progress
CL_7547,09-04-2025,RQ-3492,Pending
CL_7548,06-03-2025,DM-466260,Rejected
CL_7549,09-02-2025,SY-26846,Rejected
CL_7550,22-12-2024,FH-38858,Pending
CL_7551,20-05-2025,VL-77719,In Progress
CL_7552,14-10-2024,OI-07088,In Progress
CL_7553,26-08-2025,JZ-1551,Pending
CL_7554,25-08-2025,PJ-36334,In Progress
CL_7555,15-05-2025,FU-93350,Rejected
CL_7556,09-12-2024,XI-6344,Pending
CL_7557,22-01-2025,IE-3543,In Progress
CL_7558,08-12-2024,YM-199944,Completed
CL_7559,16-03-2025,RA-199257,In Progress
CL_7560,16-11-2024,AX-13043,Completed
CL_7561,11-03-2025,NM-86221,Completed
CL_7562,22-06-2025,NZ-5733,Rejected
CL_7563,26-03-2025,WU-01247,In Progress
CL_7564,20-09-2024,FZ-99775,Rejected
